Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Il27,2.2369281004142145,0.7958427166701182,1.303938215055959,0.6103377502713687,0.5416380949203217,NA
Ssbp2,2848.362117352645,0.7957460749181308,0.06989682762310657,11.384580702416201,4.990771967427641e-30,6.986082600005213e-27
Ms4a15,5.118346402777881,0.7954779961723716,0.8541662257775997,0.9312917932902338,0.3517026459706394,0.6502620047942161
Asb11,1.4617366679633466,0.7951707873320758,2.138382768523789,0.3718561517782029,0.7099999535430859,NA
Gm3716,9.66017429258493,0.7945539842767961,0.6094411464789729,1.3037419427081793,0.1923215835785287,0.47622811373292845
Rab7b,141.15247454588263,0.7941726215734359,0.3361950074937532,2.3622379983979753,0.01816497630944174,0.10778861313249913
Fhdc1,54.87791871486913,0.793235921573871,0.29567976844574556,2.682753459066721,0.007301879757576284,0.05659563280540023
Prss30,96.79924499568295,0.7917192472209656,0.24238797384210878,3.2663305636470668,0.0010895098585521484,0.012999503328974885
Lrrn4cl,42.90159404982048,0.7913520673860811,0.43762488281753065,1.808288555922992,0.07056160206707292,0.26544512382017915
C030018K13Rik,2.7000507208675772,0.7889910169905425,0.9944434233641676,0.7933996026857046,0.42754504216458933,NA
Ccdc27,1.3441711482089298,0.788825661294654,1.7625911936470948,0.44753750281847393,0.6544870161897011,NA
Plxna1,1867.2186819834424,0.7882215316638984,0.15030283572881853,5.244222624555364,1.5694261078390074e-7,6.657220199251645e-6
Spta1,0.661565707304072,0.7879297060401937,4.1813205874970585,0.1884403956960997,0.850531435683561,NA
Espnl,33.09070696212123,0.7876468195306787,0.4637614796126354,1.6983877578374427,0.08943460113014183,0.30519394115546694
Ly6i,20.161816830215898,0.7854196131064892,0.46683699915919813,1.6824279449167006,0.09248588632996918,0.31195600887877317
5730460C07Rik,8.269849102071998,0.7849995239840746,0.850082513075512,0.9234392096174596,0.355778366340534,0.6545985241896418
Sowahd,0.6253169812272028,0.7844796140529467,4.186764232934112,0.18737133748350052,0.8513694939754591,NA
Nos1ap,3.1829348468652343,0.7829346370570714,1.3518212540869434,0.5791702376997221,0.5624743108132234,NA
Nfib,1.1102996366670435,0.7814770016121221,3.0911560677811982,0.2528105939901827,0.8004145807601355,NA
Guca1a,3.587667256287631,0.7812571159409915,1.1282379524934818,0.6924577516776144,0.48864990884029946,NA
Gm6537,4.644296230076092,0.7811539122435421,0.9002174448106107,0.8677391409670834,0.38553715334525857,0.6763691067906336
Matn2,12.195941050151388,0.7808869149132357,0.49951678958769186,1.563284620638659,0.11798566404503247,0.3610555276876097
Gm17801,6.1587491634104605,0.780804073194929,0.7602530743781261,1.0270317865318903,0.3044054967420582,0.6064714123819144
6720483E21Rik,3.3229466138413444,0.7807654435205299,1.0328549200993118,0.7559294420996292,0.44969150052257845,NA
Mfap2,11.231750181847815,0.7801765011834177,0.7299290039960306,1.0688388828397075,0.2851422752986753,0.5867149154242035
Nav2,370.42120576287886,0.7793513201622095,0.49772857342023347,1.5658159120878947,0.11739171996615491,0.36028267837891614
Duoxa2,7.353330635452945,0.7784498945317216,0.531134150191244,1.4656370603385742,0.14274718923571722,0.4029391318656119
Tmem89,8.280266963181269,0.7778075719015899,0.740733185035259,1.0500509327991916,0.2936946962961386,0.596163050283771
Zfp651,46.618903186916405,0.7765200990761846,0.24575704314924043,3.1597063877621143,0.0015792820225528543,0.017448137136302173
Eda,1.196265426699325,0.7754861970180142,2.030712822176433,0.3818788105089525,0.7025512580911126,NA
Cfap52,0.6665642850909174,0.7751803722815885,3.183374259394416,0.24350902819357903,0.807611092080053,NA
Gm10046,0.9436380504030111,0.7743378492330572,2.2933950154751357,0.3376382367660432,0.7356358238154632,NA
Gucy1b2,9.972131332610026,0.7740601908450879,0.7836840705186298,0.9877196946632169,0.3232899463155068,0.624388568957739
Crabp2,31.34629286088674,0.7739177355569659,0.48081180358769554,1.609606356961681,0.10748381955879757,0.34168384696365156
Nipa1,13.819996488394656,0.7733398803570967,0.5722195883142737,1.3514739728419853,0.17654365180129616,0.4537278251557423
Ermap,76.63412174381624,0.7731430735458764,0.35188917101861344,2.1971209608635,0.028011808490882847,0.1443701381647195
Ascl5,3.528375665207025,0.7730666135450439,1.0546318723041495,0.7330203399372479,0.4635460238566557,NA
E230013L22Rik,26.568992209205955,0.7718919499902486,0.4994957758175843,1.545342297893913,0.12226348944117375,0.36782522878472573
Efna1,2.5705163729718516,0.7716077429205616,1.4831759412296994,0.520240196372672,0.6028961722753066,NA
Thbd,1.1302304136069066,0.7712465225322619,2.6843177482122242,0.2873156589028694,0.7738706338278509,NA
Enthd1,19.742118089310313,0.7709551502800408,0.4017843347303308,1.918828295775866,0.05500606759585046,0.22612032806786653
4930412O13Rik,21.724913524411118,0.7709175380268608,0.43892529837795696,1.756375266761285,0.07902435316424673,0.28421965457171783
Amy1,59.20085164665015,0.7701509795196635,0.4553204114293397,1.6914483958714022,0.09075119578449098,0.30818419179798756
Mir1249,5.019739406425483,0.7687933909930057,1.2295464865345314,0.6252658190743522,0.5317966097012194,0.7835781102473979
Itih4,6.4842320479891615,0.7681292385740315,0.8741285427901475,0.8787371661863657,0.37954380200215504,0.67200280045866
1110017D15Rik,3.937422272611925,0.7678632105633321,0.9303401142538184,0.8253575211891178,0.4091686440148335,NA
Cpm,1297.1094923989626,0.7671929814766447,0.27394466500945885,2.800539961054379,0.005101719048725916,0.0430203995446177
Carns1,11023.066748722853,0.7662433000044508,0.19891962662538085,3.8520246242342546,1.1714523954784523e-4,0.0020169730174547816
H2-M5,2.1796356506422785,0.7658120398734637,1.638285711760445,0.46744718236634597,0.6401799723960213,NA
Usp50,18.83188180281723,0.7653134727679047,0.5414697129032042,1.4134003334452723,0.1575380476268864,0.42596437911554097
4933413G19Rik,1.6920982453170603,0.7631876468883613,1.705215727490272,0.44756075995828226,0.6544702280828825,NA
Pnma1,48.570759705564114,0.7618372723429605,0.2785009377678082,2.7354926645816877,0.006228697456507437,0.049879466244960584
Ccno,122.1473763480937,0.7615576752764709,0.4425380462283879,1.7208863322984016,0.08527145221837408,0.29699671265309785
Olfr543,13.890243997138136,0.7614905063536922,0.6049866277671282,1.2586898146231515,0.20814239176733823,0.4982177154512997
Tbxa2r,4118.992874451246,0.7613211710748902,0.16544586195076666,4.601633199514195,4.1919094651989625e-6,1.1854211857344459e-4
Myl10,30.58523829156632,0.7609810872075365,0.3435382995621958,2.215127361861337,0.02675132384667528,0.1404595015775546
Scn2a1,0.4003264206454794,0.7600063486072564,4.269772147873662,0.17799693339274272,0.8587253840827123,NA
Sox21,2.232111247021177,0.759804360658327,1.2229224302435338,0.6213021708229024,0.534400825660672,NA
Plin4,8.315391060076246,0.7597402050044546,0.7411443134207916,1.02509078359899,0.30532035383406847,0.6071975256431659
Platr10,2.478056670846177,0.7589211029411908,1.3849293986445386,0.5479854089919413,0.5837019216624482,NA
Ak5,4.655943009398144,0.7584063040583957,0.9310968081855591,0.8145300224326967,0.41534138035941603,0.6996171467044044
Mir7073,0.9483176267279605,0.7583862423312002,2.308235770172469,0.32855666311528237,0.7424908088081643,NA
Hipk4,40.168443137689906,0.758213102907476,0.3355390153809234,2.2596868565245933,0.02384069260968238,0.12991337832367883
Hhipl2,29.695216916736385,0.7577501254541703,0.375086257088858,2.0202023164891885,0.04336240610956357,0.1944224730050195
4933438K21Rik,0.8554240528261563,0.7573839099491287,3.4762581375620303,0.21787332239955498,0.8275278134773021,NA
Cnn1,3.0113913288828376,0.7563036115437352,1.118271889913129,0.6763146050308815,0.4988409218830026,NA
Lifr,12.319220402492382,0.7558135044016956,1.428081492624597,0.5292509624311601,0.5966313681344253,0.8209061645829931
Chil1,1.5490220112390032,0.7557501106018645,2.761125553302501,0.2737108820342972,0.7843068143598826,NA
9530062K07Rik,24.05370984450808,0.755441210925783,0.415620080077536,1.8176244294665735,0.06912155517103247,0.26171585861079594
Xkr6,4.284510236633607,0.7551829442636468,0.9390545815074919,0.8041949415244101,0.4212843997566578,0.7034406189122177
Pp2d1,16.82970820607116,0.7547663095506032,0.7483331607257879,1.0085966373835098,0.3131681206534666,0.614887158768352
Rrad,3834.784295859394,0.7545804391417464,0.24576552800500265,3.0703266046586757,0.0021382480443082703,0.022204151427468226
Rab11fip4,5122.572936627909,0.754341922901164,0.1558824501983234,4.839171580517519,1.3038145012176406e-6,4.3146088387812135e-5
Hgd,10.570650342564788,0.7539984845883201,0.5529526238871642,1.3635860506237176,0.17269788484441292,0.4477542122711784
Acvrl1,3841.1414371739143,0.7539752893431381,0.14008122964228173,5.382414840792919,7.349314915720163e-8,3.5231407599400977e-6
Tnf,2686.7851861048443,0.7528732085143787,0.16597514336270275,4.536059998268158,5.731488119523932e-6,1.5548327654475968e-4
4933406J10Rik,4.742083304059405,0.7523671281306176,1.1600029646445094,0.6485906942153251,0.5166029720220631,0.7729166740449807
Hpx,8.729277516951543,0.7519671464752782,0.7059035446453136,1.0652548102065553,0.2867606364400263,0.5886604177866973
Mirlet7g,0.8295538732180366,0.7518202506261206,2.238361208652912,0.33587977120036855,0.7369615320202647,NA
Il17f,16.89777776778011,0.7516134238170149,0.6369449543203024,1.1800288529156773,0.23798873954412184,0.5339583869431989
Qrich2,62.41126449209111,0.7511265474112166,0.38262655512160293,1.9630800250455704,0.049636876165535616,0.21233118452153343
2810025M15Rik,11.300393312238942,0.7510401862420294,0.47862955767391974,1.569147108030669,0.1166136652590592,0.358917785025574
Mir1946b,1.9304725543868189,0.7507612677525428,1.216171219525473,0.6173154369213536,0.5370266867242566,NA
Plau,6.306724758134326,0.7485974667486269,0.8842048852706085,0.8466334887072251,0.3971994417117241,0.6865042332486373
Mir421,3.0284022478776897,0.7477910552463266,1.2974653694171674,0.576347602697281,0.5643802532199831,NA
Mafa,12.336910241540682,0.7476370839502311,0.8596384031693172,0.8697111264385592,0.38445829022810274,0.6757467537183554
Ttll9,22.166575314653606,0.7466650754573789,0.4563228942351112,1.6362647697283292,0.10178418601292788,0.33088133669506836
Tmem151b,29.28006612808165,0.7466150940543145,0.3981647482027731,1.8751411254370673,0.06077331111258175,0.24160886366200493
Asmt,11.8892650012788,0.7447369200780147,0.5604121137183006,1.3289093898001778,0.1838778655918964,0.46436806810488407
Fxyd7,55.86811987121997,0.7446704904279086,0.33484620344606525,2.2239179741748365,0.026153963515801106,0.13846565101898028
Abcg5,10.003917893833451,0.7442656994547698,0.7036778602310629,1.0576795740175473,0.2902015506036927,0.5921634555904505
4930414N06Rik,6.2876406938571,0.7432693140570346,0.8607623490186225,0.8635011915942364,0.38786196455907046,0.6786638638471157
Cacna1s,3.347683894531303,0.7428592715173369,0.9632087269262113,0.7712339503899088,0.4405682740696233,NA
Mir7004,1.3321836163675729,0.7423081769876103,1.7104462809331933,0.43398508638495115,0.6642992709267905,NA
Mir212,4.657103674858533,0.742030577492929,1.0950470804139842,0.6776243604178217,0.49800989641683135,0.7602947464328504
Srms,86.9608608794633,0.7417677638009567,0.19695311179586644,3.766214999282507,1.657410809954167e-4,0.0027103313688946764
Havcr2,2.912488378256374,0.7403417569069629,1.771657233685712,0.41788092122468534,0.6760341823837673,NA
Gsdmc4,14.547597109279426,0.7401359627921866,0.5095982061224974,1.4523912248903648,0.1463928548602393,0.40943200446226374
Mir6989,3.5674499671880517,0.7393167218823791,0.9766127557503504,0.7570213654585617,0.4490370623750055,NA
Rtkn,13.78406930792324,0.7382974131091894,0.617095854651002,1.1964063727615426,0.23153801565211596,0.5257208666826146
Zfp454,3.6062607758954153,0.7370940370446935,1.1177967683714496,0.6594168617239671,0.5096281172739207,NA
Ngp,22.945222761749246,0.7346842959684183,1.673444288339788,0.43902524935400944,0.6606432410466372,0.8583334033943594
Ddr1,1917.5207621361787,0.7339520364909358,0.14345533149483544,5.116240915154547,3.1168491238775964e-7,1.220365340615702e-5
Lgr6,7.534219773511999,0.7331364936314415,1.0564526810484405,0.6939605595054813,0.48770694338017,0.7539943201887734
Kif26b,1.189188025336579,0.7329805948671191,2.7794472716417276,0.26371451703567367,0.7919999084398216,NA
1810011H11Rik,2.02406913596221,0.7328381246000087,1.9952543434928982,0.3672905797649337,0.713402280074054,NA
Mill2,1.220862864677722,0.7328370984825814,2.604114510843336,0.28141508195246523,0.7783920516238929,NA
Esr2,0.8266419386417488,0.7328370931746417,2.6068943669162254,0.28111499356283354,0.7786222014918491,NA
Ass1,0.6350077749235045,0.732836733473649,2.788826769085008,0.2627759965578955,0.7927232375041959,NA
Nt5c1b,0.7102743013169786,0.7328360663182685,3.0981090194623984,0.23654302082805156,0.8130113284511238,NA
Lrrn3,0.44275069426884883,0.7328338865169284,3.942984000716411,0.18585768706740324,0.8525563648119429,NA
Lhcgr,0.31848069308938426,0.7328329232316069,4.263330895333569,0.17189210530989502,0.8635223532581231,NA
4930469G21Rik,0.18734927595606207,0.7328327195059149,4.328044585507022,0.1693218969970627,0.8655434533374378,NA
4930425O10Rik,0.324703908313401,0.7328327195059144,4.328044585507023,0.16932189699706257,0.8655434533374379,NA
Hspb7,0.3134101565839744,0.7328327195059144,4.3280445855070235,0.16932189699706254,0.865543453337438,NA
Taf7l,0.44352757034278945,0.7328327195059144,4.328044585507023,0.16932189699706257,0.8655434533374379,NA
Mir98,0.18939192669027904,0.7328327195059144,4.3280445855070235,0.16932189699706254,0.865543453337438,NA
Bco1,0.13774173918696087,0.7328327195059141,4.328044585507023,0.1693218969970625,0.865543453337438,NA
Mir7007,0.13287426708508962,0.732832719505914,4.328044585507023,0.16932189699706246,0.865543453337438,NA
Mir6240,0.11252005101658269,0.732832719505914,4.328044585507023,0.16932189699706246,0.865543453337438,NA
Krt14,0.3287041726808683,0.7328327195059138,4.328044585507021,0.1693218969970625,0.865543453337438,NA
Ly6g5c,0.1228782098304437,0.7328327195059138,4.328044585507023,0.1693218969970624,0.865543453337438,NA
Epha7,0.327056269143593,0.7328327195059138,4.328044585507022,0.16932189699706246,0.865543453337438,NA
Jph1,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Rspo3,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Mir1982,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
1700113H08Rik,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Gm4926,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Alox12e,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
4933428G20Rik,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Krt27,0.06508670317268556,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Gm11747,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Gm19990,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Gm17821,0.06508670317268556,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
4930404H11Rik,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Mir1188,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
AF357425,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Mir1197,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Mir679,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Mir376c,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Mir7094-1,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Fbp2,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
1700074H08Rik,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Sncg,0.06508670317268556,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Cpne6,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
C9,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Has2os,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
1500009C09Rik,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Mir6960,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
P3h2,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Gm1968,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
D17Ertd648e,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Vmn1r233,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Meiob,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Mir143,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
1700007K13Rik,0.06508670317268556,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Lmx1b,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Snord90,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Tgm5,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Prn,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Gm14164,0.06508670317268556,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Gtsf1l,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Bcas1os2,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Gm14405,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Ccna1,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Vtcn1,0.06508670317268556,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Kcna10,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Gstm5,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Mir5106,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Mir455,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
4930407G08Rik,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Trim54,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Uchl1os,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Tmem211,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Cyp3a13,0.06508670317268556,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Cpa5,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Prmt8,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Papl,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Hrc,0.30584333210738673,0.7328327195059137,4.328044585507019,0.16932189699706252,0.865543453337438,NA
Saa4,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Nr2f2,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Mir3470b,0.053553652663784757,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Olfr921,0.19771938969541458,0.7328327195059137,4.328044585507021,0.16932189699706246,0.865543453337438,NA
Tex12,0.058407143704825325,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
Chrna5,0.06508670317268556,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
1700018G05Rik,0.06995417527455682,0.7328327195059137,4.328044585507023,0.16932189699706238,0.8655434533374381,NA
4933417A18Rik,0.18293160872756953,0.7328327195059134,4.328044585507021,0.1693218969970624,0.865543453337438,NA
Mir7661,0.18954549301821036,0.7328327195059134,4.328044585507023,0.16932189699706235,0.8655434533374381,NA
1700052I22Rik,0.18570503065548274,0.7328327195059133,4.3280445855070235,0.16932189699706227,0.8655434533374382,NA
Itih3,0.18131886708464254,0.7328327195059133,4.328044585507021,0.16932189699706238,0.8655434533374381,NA
Mir133a-1,0.2551035596881566,0.7328327195059133,4.328044585507022,0.16932189699706235,0.8655434533374381,NA
Erv3,0.1878869719801527,0.7328327195059133,4.328044585507023,0.16932189699706232,0.8655434533374381,NA
Gm12718,0.11737354205762326,0.7328327195059133,4.328044585507023,0.16932189699706232,0.8655434533374381,NA
Pla2g2c,0.19238459012334297,0.7328327195059133,4.3280445855070235,0.16932189699706227,0.8655434533374382,NA
Trim50,0.19238459012334297,0.7328327195059133,4.3280445855070235,0.16932189699706227,0.8655434533374382,NA
Fnd3c2,0.18570503065548274,0.7328327195059133,4.3280445855070235,0.16932189699706227,0.8655434533374382,NA
Mir3077,0.13544656676728367,0.7328327195059131,4.328044585507023,0.16932189699706227,0.8655434533374382,NA
Smim22,0.31031738682893883,0.7328327195059131,4.328044585507019,0.1693218969970624,0.865543453337438,NA
H2-M9,0.12389953519755217,0.7328327195059131,4.328044585507023,0.16932189699706227,0.8655434533374382,NA
Onecut2,0.31052890496065005,0.7328327195059131,4.3280445855070235,0.16932189699706224,0.8655434533374382,NA
Mir721,0.32454994917587165,0.7328327195059131,4.3280445855070235,0.16932189699706224,0.8655434533374382,NA
Mir6906,0.17961453329169713,0.7328327195059129,4.328044585507024,0.16932189699706213,0.8655434533374382,NA
Slc13a5,0.17961453329169713,0.7328327195059129,4.328044585507024,0.16932189699706213,0.8655434533374382,NA
4933401H06Rik,0.2578627058785915,0.7328327195059129,4.328044585507022,0.16932189699706224,0.8655434533374382,NA
Mir325,0.24187676580306922,0.7328327195059127,4.3280445855070235,0.16932189699706213,0.8655434533374382,NA
Dusp26,0.24520147429507141,0.7328327195059127,4.32804458550702,0.16932189699706227,0.8655434533374382,NA
Clec18a,0.31059931627715087,0.7328327195059126,4.32804458550702,0.16932189699706224,0.8655434533374382,NA
BC048502,0.20552930309936496,0.7328327195059123,4.328044585507019,0.1693218969970622,0.8655434533374382,NA
Sdsl,0.18912878048859288,0.7328327195059123,4.328044585507019,0.1693218969970622,0.8655434533374382,NA
Proca1,25.21864805816728,0.7326592074576573,0.5258504624902258,1.3932843264757526,0.1635338283447931,0.43412602487586077
1700001K19Rik,56.87912050963466,0.7317402677508615,0.35341586833715666,2.0704793794170713,0.038407475107497216,0.18004950989777163
Arl5c,10362.43117396318,0.7316305830126414,0.07660758387708892,9.550367548289833,1.2923696284642802e-21,7.537745858017914e-19
Tln2,155.48388255844839,0.7314942856277421,0.3970042594958755,1.842535106692833,0.06539691621757314,0.25301990967760885
Mir7030,18.143492115764435,0.7313967580350065,0.4188924028083218,1.7460253590936607,0.08080654540489254,0.2881859930134231
Nanos2,4.594130442963469,0.7313515265774265,0.8116563098297598,0.9010606062199199,0.36755609675533435,0.6626186308610778
Klb,3.1326103931475378,0.7313302558567715,1.0365725650473072,0.7055273123337921,0.4804821411417011,NA
A930016O22Rik,52.90674766198278,0.731114867184087,0.3958393756671133,1.8469988387383887,0.0647473085922417,0.2516805190227101
Mir466f-2,0.7469964913103303,0.7308775842515952,2.7303969918445397,0.2676818010108653,0.7889442594500748,NA
Apol10a,0.5018501266319283,0.7308117944992868,3.3187758595293997,0.2202052279007825,0.8257113252809156,NA
Thegl,0.36665127853187723,0.7307362746086021,4.140130524589241,0.17650078186390064,0.8599005344857698,NA
Mir365-2,0.1803869932284219,0.7307249902851132,4.322751871506789,0.16904162256030744,0.8657639024011609,NA
1700025M24Rik,0.17416190941924503,0.7307249902851132,4.322751871506789,0.16904162256030744,0.8657639024011609,NA
Ntrk3,1849.079711806174,0.7306762789596153,0.09879094553299661,7.396186715467423,1.4015090443920663e-13,2.1094971616559295e-11
Angptl3,0.5694185995404315,0.7294524032949404,3.7877804522993,0.19258043397212746,0.8472875695055627,NA
Snord11,6.402444372912447,0.7294074043075724,0.9513413290652807,0.7667147237513958,0.44325114755340933,0.7207885274232118
Tcfl5,3.093102759753799,0.729086557882598,1.1573518206528128,0.6299610411217492,0.528720074011806,NA
Sema3b,12.965907714708848,0.7286303887603461,0.5986117231331006,1.217200333041817,0.22352800351588892,0.5166685920104711
Trim46,252.08740878296064,0.7282691734241821,0.22912034247845187,3.178544364705084,0.0014801656445979717,0.01656808714569885
Ttc36,40.981686991234994,0.7257875117080994,0.3426376099774009,2.1182365583158536,0.03415503849119491,0.16635428977026664
Obscn,14.73213901707644,0.7256890030201986,0.7715966684678147,0.9405030279112317,0.3469595972424039,0.6461384177455222
Pcdh12,4.405409735619411,0.7254413536949063,0.7350911012272824,0.9868727188830537,0.3237050398362539,0.6245081478043816
Efna2,59.37192450101379,0.7247204477734042,0.2701837996125479,2.6823238432973264,0.0073112645742618235,0.05663701245739734
B230217C12Rik,27.966528981373415,0.7246946999875448,0.33854636421519785,2.1406069495606537,0.032305747894640344,0.1592870232578991
Adcy1,172.4268432166474,0.723808904437645,0.19319346376633975,3.7465496519751036,1.792835303328672e-4,0.0029046421962956887
Ifitm1,9.350864335526715,0.7230205943052646,0.6136327869512609,1.1782626510188283,0.23869191261105116,0.5347608366301765
Trim69,62.25816974068453,0.723000338161993,0.2837475274594938,2.5480410160233187,0.010832973354481064,0.07429689417737674
Eno2,251.28889752120944,0.7226110348498098,0.14669178079496123,4.926049918637507,8.390856984091657e-7,2.864761367397927e-5
E130112N10Rik,640.422698950003,0.7221185030161755,0.20975466957531494,3.442681416715208,5.759773983103417e-4,0.007693255364072674
Olfm2,19.393495650589582,0.7217936404698949,0.6694002370269173,1.078269173724345,0.28091364967092,0.5824208976907241
Dnm3,5.179164722871835,0.7209158813707803,0.8719397392403988,0.8267955329101243,0.408352962404934,0.6939195246474921
Avil,174.69480861663604,0.7208437551603443,0.16692466548987456,4.31837771275372,1.5718027059650816e-5,3.729168521711731e-4
Alox5,1.9374632732793933,0.7207444692136884,3.6684710544505728,0.19646998940860783,0.8442423198719762,NA
Lrrc74b,0.44160062286483814,0.7205346876105019,3.94561463231348,0.1826165894939471,0.8550988667027826,NA
A3galt2,111.5991468678162,0.720177566659969,0.22450517353024643,3.207843967849334,0.0013373403277934929,0.01532965345850838
Ccr1,1.7369007973327788,0.7201389025471258,3.2608371931160844,0.22084478920548462,0.8252132877331227,NA
Trp53i11,5510.98561755492,0.7198522769882644,0.1693779290379609,4.249976848087046,2.1379261214016464e-5,4.882004869066925e-4
Ngef,0.31301073827312775,0.7197247206534948,4.280167626729111,0.16815339571256602,0.8664626036304207,NA
Akr1b8,1.6846765780803061,0.7196849843955221,1.7742524077422919,0.4056271707762876,0.6850165616924615,NA
Cbr2,0.6740158749224258,0.719501785319581,4.178410865571354,0.17219507809727963,0.8632841671974499,NA
Rnf180,0.6740158749224258,0.719501785319581,4.178410865571354,0.17219507809727963,0.8632841671974499,NA
